Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Estimates Start After
Malta,Population,Persons,Millions,Source: Eurostat Latest actual data: 2022 Primary domestic currency: Euro Data last updated: 03/2023,0.414,0.415,0.418,0.423,0.429,0.44,0.45,0.46,0.476,0.494,0.515,0.516,0.521,2022
Malta,General government revenue,National currency,Billions,"Source: NSO data via Eurostat Latest actual data: 2021 Notes: Fiscal balance for 2022 has been revised down by 1.9 percent of GDP due mainly to lower expenditure (1.1 of GDP) and higher revenue (0.8 % of GDP), based on the Updated Stability Programme, other recently adopted fiscal measures, adjusted for staff's macroeconomic and other assumptions. Upward revision for 2021 is based on the latest quarterly data. Fiscal assumptions: Projections are based on the authorities  latest budget document, adjusted for staff s macroeconomic and other assumptions. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Social Security Funds; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans;. Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Primary domestic currency: Euro Data last updated: 03/2023",2.552,2.655,2.812,3.021,3.346,3.715,3.952,4.505,4.908,5.148,4.79,5.412,6.013,2021
Malta,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,37.442,38.334,38.181,38.032,38.234,37.158,37.486,37.743,37.89,36.287,36.365,36.078,35.644,2021
Malta,General government total expenditure,National currency,Billions,"Source: NSO data via Eurostat Latest actual data: 2021 Notes: Fiscal balance for 2022 has been revised down by 1.9 percent of GDP due mainly to lower expenditure (1.1 of GDP) and higher revenue (0.8 % of GDP), based on the Updated Stability Programme, other recently adopted fiscal measures, adjusted for staff's macroeconomic and other assumptions. Upward revision for 2021 is based on the latest quarterly data. Fiscal assumptions: Projections are based on the authorities  latest budget document, adjusted for staff s macroeconomic and other assumptions. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Social Security Funds; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans;. Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Primary domestic currency: Euro Data last updated: 03/2023",2.71,2.819,3.062,3.207,3.495,3.819,3.834,4.113,4.64,5.066,6.015,6.543,6.902,2021
Malta,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,39.759,40.713,41.574,40.367,39.932,38.201,36.373,34.453,35.816,35.708,45.663,43.611,40.915,2021
Malta,General government net lending/borrowing,National currency,Billions,"Source: NSO data via Eurostat Latest actual data: 2021 Notes: Fiscal balance for 2022 has been revised down by 1.9 percent of GDP due mainly to lower expenditure (1.1 of GDP) and higher revenue (0.8 % of GDP), based on the Updated Stability Programme, other recently adopted fiscal measures, adjusted for staff's macroeconomic and other assumptions. Upward revision for 2021 is based on the latest quarterly data. Fiscal assumptions: Projections are based on the authorities  latest budget document, adjusted for staff s macroeconomic and other assumptions. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Social Security Funds; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans;. Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Primary domestic currency: Euro Data last updated: 03/2023",-0.158,-0.165,-0.25,-0.186,-0.149,-0.104,0.117,0.393,0.269,0.082,-1.225,-1.13,-0.889,2021
Malta,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-2.317,-2.378,-3.393,-2.335,-1.698,-1.042,1.114,3.29,2.074,0.579,-9.298,-7.533,-5.27,2021
Malta,General government structural balance,National currency,Billions,"Source: NSO data via Eurostat Latest actual data: 2021 Notes: Fiscal balance for 2022 has been revised down by 1.9 percent of GDP due mainly to lower expenditure (1.1 of GDP) and higher revenue (0.8 % of GDP), based on the Updated Stability Programme, other recently adopted fiscal measures, adjusted for staff's macroeconomic and other assumptions. Upward revision for 2021 is based on the latest quarterly data. Fiscal assumptions: Projections are based on the authorities  latest budget document, adjusted for staff s macroeconomic and other assumptions. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Social Security Funds; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans;. Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Primary domestic currency: Euro Data last updated: 03/2023",-0.241,-0.179,-0.242,-0.11,-0.133,-0.207,0.078,0.396,0.177,0.039,-0.813,-1.001,-0.933,2021
Malta,General government structural balance,Percent of potential GDP,,See notes for:  General government structural balance (National currency).,-3.553,-2.551,-3.215,-1.352,-1.505,-2.12,0.749,3.329,1.386,0.273,-5.732,-6.543,-5.563,2021
Malta,General government primary net lending/borrowing,National currency,Billions,"Source: NSO data via Eurostat Latest actual data: 2021 Notes: Fiscal balance for 2022 has been revised down by 1.9 percent of GDP due mainly to lower expenditure (1.1 of GDP) and higher revenue (0.8 % of GDP), based on the Updated Stability Programme, other recently adopted fiscal measures, adjusted for staff's macroeconomic and other assumptions. Upward revision for 2021 is based on the latest quarterly data. Fiscal assumptions: Projections are based on the authorities  latest budget document, adjusted for staff s macroeconomic and other assumptions. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Social Security Funds; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans;. Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Primary domestic currency: Euro Data last updated: 03/2023",0.046,0.052,-0.035,0.034,0.082,0.124,0.338,0.603,0.463,0.266,-1.053,-0.96,-0.706,2021
Malta,General government primary net lending/borrowing,Percent of GDP,,See notes for:  General government primary net lending/borrowing (National currency).,0.671,0.754,-0.473,0.423,0.938,1.242,3.208,5.053,3.572,1.875,-7.995,-6.399,-4.186,2021
Malta,General government net debt,National currency,Billions,"Source: NSO data via Eurostat Latest actual data: 2021 Notes: Fiscal balance for 2022 has been revised down by 1.9 percent of GDP due mainly to lower expenditure (1.1 of GDP) and higher revenue (0.8 % of GDP), based on the Updated Stability Programme, other recently adopted fiscal measures, adjusted for staff's macroeconomic and other assumptions. Upward revision for 2021 is based on the latest quarterly data. Fiscal assumptions: Projections are based on the authorities  latest budget document, adjusted for staff s macroeconomic and other assumptions. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Social Security Funds; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans;. Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Primary domestic currency: Euro Data last updated: 03/2023",3.784,4.027,4.205,4.559,4.616,4.779,4.409,4.225,4.258,4.145,5.584,6.722,8.312,2021
Malta,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,55.522,58.155,57.097,57.391,52.743,47.809,41.824,35.391,32.872,29.219,42.39,44.809,49.268,2021
Malta,General government gross debt,National currency,Billions,"Source: NSO data via Eurostat Latest actual data: 2021 Notes: Fiscal balance for 2022 has been revised down by 1.9 percent of GDP due mainly to lower expenditure (1.1 of GDP) and higher revenue (0.8 % of GDP), based on the Updated Stability Programme, other recently adopted fiscal measures, adjusted for staff's macroeconomic and other assumptions. Upward revision for 2021 is based on the latest quarterly data. Fiscal assumptions: Projections are based on the authorities  latest budget document, adjusted for staff s macroeconomic and other assumptions. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Social Security Funds; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans;. Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Primary domestic currency: Euro Data last updated: 03/2023",4.463,4.848,4.907,5.278,5.433,5.623,5.77,5.705,5.662,5.72,6.975,8.268,9.419,2021
Malta,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,65.473,70.016,66.636,66.442,62.087,56.25,54.735,47.798,43.71,40.322,52.946,55.112,55.829,2021
Malta,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: NSO data via Eurostat Latest actual data: 2021 Notes: Fiscal balance for 2022 has been revised down by 1.9 percent of GDP due mainly to lower expenditure (1.1 of GDP) and higher revenue (0.8 % of GDP), based on the Updated Stability Programme, other recently adopted fiscal measures, adjusted for staff's macroeconomic and other assumptions. Upward revision for 2021 is based on the latest quarterly data. Fiscal assumptions: Projections are based on the authorities  latest budget document, adjusted for staff s macroeconomic and other assumptions. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Social Security Funds; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans;. Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Primary domestic currency: Euro Data last updated: 03/2023",6.816,6.925,7.364,7.944,8.751,9.997,10.541,11.937,12.954,14.186,13.173,15.002,16.87,2021
